year,title,authorAbbr
2020,Active Word Learning through Self-supervision,A Alishahi
2020,Online Article Comprehension in Monolingual Spanish-Speaking Preschoolers with Specific Language Impairment: A Language-Mediated Visual Attention Study,A Helo
2020,Online Article Comprehension in Monolingual Spanish-Speaking Preschoolers with Specific Language Impairment: A Language-Mediated Visual Attention Study,C Coloma
2020,Online Article Comprehension in Monolingual Spanish-Speaking Preschoolers with Specific Language Impairment: A Language-Mediated Visual Attention Study,Z De Barbieri
2020,Online Article Comprehension in Monolingual Spanish-Speaking Preschoolers with Specific Language Impairment: A Language-Mediated Visual Attention Study,E Guerra
2020,Experiential Explanations in Iterated Learning,S Aronowitz
2020,Experiential Explanations in Iterated Learning,C Lewry
2020,Experiential Explanations in Iterated Learning,T Lombrozo
2020,Dissociable systems for recognizing places and navigating through them: neuropsychological and developmental evidence,F Kamps
2020,Dissociable systems for recognizing places and navigating through them: neuropsychological and developmental evidence,S Radwan
2020,Dissociable systems for recognizing places and navigating through them: neuropsychological and developmental evidence,S Wahab
2020,Dissociable systems for recognizing places and navigating through them: neuropsychological and developmental evidence,J Pincus
2020,Dissociable systems for recognizing places and navigating through them: neuropsychological and developmental evidence,D Dilks
2020,Cognitive consequences of structured education in a connectionist model of analogical reasoning,D Barrett
2020,Cognitive consequences of structured education in a connectionist model of analogical reasoning,F Hill
2020,Cognitive consequences of structured education in a connectionist model of analogical reasoning,A Santoro
2020,Cognitive consequences of structured education in a connectionist model of analogical reasoning,J McClelland
2020,Distributional Information in Speech to Children: Nouns Come First,P Huebner
2020,Distributional Information in Speech to Children: Nouns Come First,J Willits
2020,Novice conceptions and perception of single and two force interactions,R Myer
2020,Novice conceptions and perception of single and two force interactions,T Shipley
2020,Cognitive Machine Theory of Mind,T Nguyen
2020,Cognitive Machine Theory of Mind,C Gonzalez
2020,Effects of Battle and Journey Metaphors on Charitable Donations for Cancer Patients,A Liebscher
2020,Effects of Battle and Journey Metaphors on Charitable Donations for Cancer Patients,S Trott
2020,Effects of Battle and Journey Metaphors on Charitable Donations for Cancer Patients,B Bergen
2020,"For 19-Month-Olds, What Happens On the Screen Stays On the Screen",B Revencu
2020,"For 19-Month-Olds, What Happens On the Screen Stays On the Screen",G Csibra
2020,Game On: Mastery Orientation Through the Lens of a Challenging Video Game,C Anderson
2020,Euphemism and Gender: A Computational Inquiry,A Kapron-King
2020,Euphemism and Gender: A Computational Inquiry,Y Xu
2020,Joint action planning: co-actors minimize the aggregate individual costs of actions,G Török
2020,Joint action planning: co-actors minimize the aggregate individual costs of actions,O Stanciu
2020,Joint action planning: co-actors minimize the aggregate individual costs of actions,N Sebanz
2020,Joint action planning: co-actors minimize the aggregate individual costs of actions,G Csibra
2020,Predicting Difficulty with Learning in the Mathematics Classroom: The Usefulness of Heart Rate Variability,K DeVries
2020,Predicting Difficulty with Learning in the Mathematics Classroom: The Usefulness of Heart Rate Variability,J Booth
2020,Object Bias Disrupts Rule-Based Generalization in Adults Across Domains,E Orticio
2020,Object Bias Disrupts Rule-Based Generalization in Adults Across Domains,S Christie
2020,Dynamics of spatio-temporal scope of attention: Temporal Correlations in reaction time data,D Kumar
2020,Dynamics of spatio-temporal scope of attention: Temporal Correlations in reaction time data,A Malik
2020,Personal Identity and Online Communities,S Arfini
2020,Personal Identity and Online Communities,L Botta Parandera
2020,Personal Identity and Online Communities,C Gazzaniga
2020,Personal Identity and Online Communities,N Maggioni
2020,Personal Identity and Online Communities,A Tacchino
2020,Evidence for representation of symbolic associations and Negation logical operator in 4 mo old infants,M Ekramnia
2020,Evidence for representation of symbolic associations and Negation logical operator in 4 mo old infants,G Dehaene
2020,The meaning-sound systematicity also found in the Korean language,H Jee
2020,The meaning-sound systematicity also found in the Korean language,M Tamariz
2020,The meaning-sound systematicity also found in the Korean language,R Shillcock
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,M Van der Velde
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,F Sense
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,J Borst
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,R Den Hartigh
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,M Baatenburg de Jong
2020,Cognition at Special Forces Boot Camp: Does High-Intensity Physical Exercise Affect Memorisation?,H Van Rijn
2020,Measuring neural correlates of infant statistical learning using functional near-infrared spectroscopy,H Olson
2020,Measuring neural correlates of infant statistical learning using functional near-infrared spectroscopy,L Powell
2020,Measuring neural correlates of infant statistical learning using functional near-infrared spectroscopy,R Saxe
2020,Cognitive offloading increases false recall.,X Lu
2020,Cognitive offloading increases false recall.,M Kelly
2020,Cognitive offloading increases false recall.,E Risko
2020,Children combine information from multiple models in a grid search task,C Wilks
2020,Children combine information from multiple models in a grid search task,M Atkinson
2020,Children combine information from multiple models in a grid search task,C Caldwell
2020,The early cue catches the word: how gesture supports cross-situational word learning,R Cheung
2020,The early cue catches the word: how gesture supports cross-situational word learning,C Hartley
2020,The early cue catches the word: how gesture supports cross-situational word learning,P Monaghan
2020,Encoder-Decoder Neural Architectures for Fast Amortized Inference of Cognitive Process Models,A Fengler
2020,Encoder-Decoder Neural Architectures for Fast Amortized Inference of Cognitive Process Models,L Govindarajan
2020,Encoder-Decoder Neural Architectures for Fast Amortized Inference of Cognitive Process Models,M Frank
2020,"Hemispheric asymmetries in ""expert"" processing of semantic relationships during reading",M Troyer
2020,"Hemispheric asymmetries in ""expert"" processing of semantic relationships during reading",M Kutas
2020,The Fraction Sense Emerges from a Deep Convolutional Neural Network,Y Chuang
2020,The Fraction Sense Emerges from a Deep Convolutional Neural Network,E Hubbard
2020,The Fraction Sense Emerges from a Deep Convolutional Neural Network,J Austerweil
2020,Reconstructing Maps from Text,J Avery
2020,Reconstructing Maps from Text,R Goldstone
2020,Reconstructing Maps from Text,M Jones
2020,Gender Gaps Correlate with Gender Bias in Social Media Word Embeddings,S Friedman
2020,Gender Gaps Correlate with Gender Bias in Social Media Word Embeddings,S Schmer-Galunder
2020,Gender Gaps Correlate with Gender Bias in Social Media Word Embeddings,A Chen
2020,Gender Gaps Correlate with Gender Bias in Social Media Word Embeddings,R Goldman
2020,Gender Gaps Correlate with Gender Bias in Social Media Word Embeddings,M Ausman
2020,The Effects of Feature Verbalizablity on Category Learning,B Brashears
2020,The Effects of Feature Verbalizablity on Category Learning,J Minda
2020,Processing particularized pragmatic inferences under load,M Ryzhova
2020,Processing particularized pragmatic inferences under load,V Demberg
2020,Is there a spatial Dunning-Kruger effect? And how is it influences by gender?,J Sotelo
2020,Intentionally forgotten food pictures are perceived less delicious.,M Kobayashi
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,T Kambara
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,X Liu
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,H Horinouchi
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,Y Yang
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,Y YAN
2020,Pictures facilitate recognition and retrieval speeds of associations between words in a second language and referents,M Ando
2020,The effect of cheerleading chants on time estimation performance,Y Yabe
2020,The effect of cheerleading chants on time estimation performance,K Watanabe
2020,The effect of cheerleading chants on time estimation performance,K Yoshino
2020,The effect of cheerleading chants on time estimation performance,M Kashino
2020,A Model of Temporal Connective Acquisition,M Gorenstein
2020,A Model of Temporal Connective Acquisition,Z Cedegao
2020,A Model of Temporal Connective Acquisition,S Piantadosi
2020,A cognitive computational model of mindsets,A Sax
2020,A cognitive computational model of mindsets,A Cimpian
